,상품명,가격,이미지,행사정보,편의점 이름,카테고리
194,상하목장유기농우유200ml,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_140%2F1595900040365ymz6h_JPEG%2F88004648.jpg,2+1,미니스톱,음료
195,상하목장유기농저지방200ml,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_190%2F1595900042481FDFCR_JPEG%2F8801121020036.jpg,2+1,미니스톱,음료
196,서울달고나우유300ml,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_72%2F15959000549642ajQb_JPEG%2F8801115137306.jpg,2+1,미니스톱,음료
197,서울딸기우유300ml,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_212%2F1595900055298nHtPv_JPEG%2F8801115134213.jpg,2+1,미니스톱,음료
198,서울바나나우유300ml,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_168%2F1595900055536M7RP8_JPEG%2F8801115137290.jpg,2+1,미니스톱,음료
199,서울우유)듀오안150ml,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_249%2F1595900058209PmwHi_JPEG%2F8801115225515.jpg,2+1,미니스톱,음료
200,서울우유)듀오안사과150ml,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_275%2F1595900058609w3BzE_JPEG%2F8801115225591.jpg,2+1,미니스톱,음료
201,서울우유)듀오안플레인150ml,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_58%2F1595900059317Be7I3_JPEG%2F8801115225614.jpg,2+1,미니스톱,음료
202,서울초코우유300ml,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_5%2F1595900059804epcBq_JPEG%2F8801115134220.jpg,2+1,미니스톱,음료
203,서울커피우유300ml,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_209%2F1595900060577WNWeD_JPEG%2F8801115135708.jpg,2+1,미니스톱,음료
204,오곡누룽지500펫,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_10%2F1595900120307UsUmx_JPEG%2F8801382135036.jpg,2+1,미니스톱,음료
205,오늘의커피바닐라라떼250ml,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_169%2F1595900120551MY4IG_JPEG%2F8801104666176.jpg,2+1,미니스톱,음료
206,오늘의커피카페라떼250ml,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_154%2F1595900120848cbjTt_JPEG%2F8801104666152.jpg,2+1,미니스톱,음료
207,웅진)광명찾은결명자,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_47%2F1595900135309FbJr9_JPEG%2F8801382145769.jpg,2+1,미니스톱,음료
208,웅진아침햇살340펫,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_231%2F1595900136213KDztH_JPEG%2F8801382147350.jpg,2+1,미니스톱,음료
209,자두녹차500펫,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_185%2F1595900146543FtBGy_JPEG%2F8809351442772.jpg,2+1,미니스톱,음료
210,자연은토마토중펫,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_281%2F1595900147295h4yVE_JPEG%2F8801382127710.jpg,2+1,미니스톱,음료
211,컨디션헛개수340펫,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_283%2F1595900190597e1Dgz_JPEG%2F8801007171234.jpg,2+1,미니스톱,음료
212,포카리스웨트340펫,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_219%2F15959002351007XWW8_JPEG%2F8801097250413.jpg,2+1,미니스톱,음료
213,프랜치플랫화이트200,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_148%2F1595900239476bhRfz_JPEG%2F8801069175799.jpg,2+1,미니스톱,음료
214,프렌치마키아또200,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_106%2F1595900241306dR27W_JPEG%2F8801069175621.jpg,2+1,미니스톱,음료
215,프렌치모카초코200,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_243%2F1595900241412sI0Ul_JPEG%2F8801069175652.jpg,2+1,미니스톱,음료
216,프렌치카페오레200,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_126%2F1595900242578VUfp0_JPEG%2F8801069175614.jpg,2+1,미니스톱,음료
217,프렌치카푸치노200,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_213%2F1595900242703U7Sch_JPEG%2F8801069175669.jpg,2+1,미니스톱,음료
218,프렌치화이트초코200,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_257%2F1595900243402aXGAB_JPEG%2F8801069178585.jpg,2+1,미니스톱,음료
219,하늘보리펫,"1,500원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_27%2F15959002529010CrHX_JPEG%2F8801382124849.jpg,2+1,미니스톱,음료
220,진로석수2L,"1,550원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_119%2F1595900158593AnDSd_JPEG%2F8801001235154.jpg,2+1,미니스톱,음료
221,광동)우롱차500ml,"1,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_241%2F1595899865122HIzbt_JPEG%2F8806002019130.jpg,2+1,미니스톱,음료
222,광동)우엉차500펫,"1,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_75%2F1595899865508kud87_JPEG%2F8806002012919.jpg,2+1,미니스톱,음료
223,광동돼지감자차500펫,"1,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_201%2F15958998680155Vg3w_JPEG%2F8806002017976.jpg,2+1,미니스톱,음료
224,광동헛개차500펫,"1,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_92%2F1595899869187U286n_JPEG%2F8806002009957.jpg,2+1,미니스톱,음료
225,마운틴듀300펫,"1,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_20%2F1595899953808A88fH_JPEG%2F8801056168797.jpg,2+1,미니스톱,음료
226,블랙보리520펫,"1,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_119%2F1595900008324sdnyc_JPEG%2F8801001238049.jpg,2+1,미니스톱,음료
227,새벽헛개520펫,"1,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_123%2F1595900044562XTa9q_JPEG%2F8801001238315.jpg,2+1,미니스톱,음료
228,썬키스트모과생강280ml,"1,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_273%2F1595900091182S6tmi_JPEG%2F8801105913231.jpg,2+1,미니스톱,음료
229,썬키스트허니유자280ml,"1,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_216%2F15959000915246B2K7_JPEG%2F8801105910391.jpg,2+1,미니스톱,음료
230,칠성사이다300펫,"1,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_133%2F1595900174748q8jDo_JPEG%2F8801056048310.jpg,2+1,미니스톱,음료
231,칠성사이다330캔,"1,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_206%2F1595900175946SKfVw_JPEG%2F8801056040925.jpg,2+1,미니스톱,음료
232,카페베네)흑당라떼200ml,"1,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_184%2F1595900181333Liaih_JPEG%2F8809518271139.jpg,2+1,미니스톱,음료
233,카페베네)흑당밀크티200ml,"1,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_199%2F1595900181651g15Qx_JPEG%2F8809518271122.jpg,2+1,미니스톱,음료
234,펩시콜라300펫,"1,600원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_115%2F159590023474737TYk_JPEG%2F8801056168735.jpg,2+1,미니스톱,음료
235,2%복숭아중펫500,"1,700원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_141%2F1595899843677l1dse_JPEG%2F8801056002725.jpg,2+1,미니스톱,음료
236,2%아쿠아500ml,"1,700원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_199%2F15958998443848OwKI_JPEG%2F8801056086657.jpg,2+1,미니스톱,음료
237,2%자두500펫,"1,700원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_244%2F1595899845032o840L_JPEG%2F8801056101084.jpg,2+1,미니스톱,음료
238,백두산백산수2L,"1,700원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_120%2F1595899998665rKGrr_JPEG%2F8801043020473.jpg,2+1,미니스톱,음료
239,아이시스8.02L,"1,700원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_83%2F15959000985416pEs2_JPEG%2F8801056049904.jpg,2+1,미니스톱,음료
240,자연은포도중펫,"1,700원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_150%2F1595900147576iWBC0_JPEG%2F8801382132240.jpg,2+1,미니스톱,음료
241,칠성스트롱사이다400펫,"1,700원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_115%2F1595900177343bIm5c_JPEG%2F8801056090111.jpg,2+1,미니스톱,음료
242,트레비탄산수라임펫,"1,700원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_178%2F1595900214230BfLH1_JPEG%2F8801056055189.jpg,2+1,미니스톱,음료
243,트레비탄산수레몬펫,"1,700원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_212%2F15959002144569LjAz_JPEG%2F8801056055202.jpg,2+1,미니스톱,음료
244,트레비탄산수자몽펫,"1,700원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_132%2F1595900214706Uo7sC_JPEG%2F8801056069605.jpg,2+1,미니스톱,음료
245,펩시스트롱콜라400펫,"1,700원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_133%2F15959002330451LXW9_JPEG%2F8801056094065.jpg,2+1,미니스톱,음료
246,후디스)카카오닙스차500펫,"1,700원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_151%2F1595900280229XEgHE_JPEG%2F8801157415455.jpg,2+1,미니스톱,음료
247,과일야채샐러드100,"1,800원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_55%2F1595899861920jEfQA_JPEG%2F8801121108147.jpg,2+1,미니스톱,음료
248,과일야채샐러드그린,"1,800원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_294%2F1595899862277pnk8J_JPEG%2F8801121027141.jpg,2+1,미니스톱,음료
249,과일야채샐러드레드,"1,800원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_162%2F1595899862638xtuBa_JPEG%2F8801121752296.jpg,2+1,미니스톱,음료
250,과일야채샐러드포도,"1,800원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_108%2F1595899863030CrPvn_JPEG%2F8801121114308.jpg,2+1,미니스톱,음료
251,대니쉬우유450ml,"1,800원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_45%2F1595899895513NOczS_JPEG%2F8801155730994.jpg,2+1,미니스톱,음료
252,동서)티오피스무스라떼240,"1,800원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_189%2F1595899920034xwSin_JPEG%2F8801037092240.jpg,2+1,미니스톱,음료
253,동서)티오피스무스블랙240,"1,800원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_156%2F1595899920386fm8AC_JPEG%2F8801037092264.jpg,2+1,미니스톱,음료
254,동서)티오피스무스아메240,"1,800원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_106%2F1595899920744cqhGW_JPEG%2F8801037092257.jpg,2+1,미니스톱,음료
255,따옴자몽주스220ml,"1,800원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_98%2F15958999350684FQxK_JPEG%2F8801104500630.jpg,2+1,미니스톱,음료
256,매일)드링킹딸기,"1,800원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_45%2F15958999585169u8jc_JPEG%2F8801121767139.jpg,2+1,미니스톱,음료
257,매일)드링킹매실푸룬250ml,"1,800원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_201%2F1595899958881AQwDh_JPEG%2F8801121027653.jpg,2+1,미니스톱,음료
258,매일)드링킹블루베리250ml,"1,800원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_108%2F1595899959661ce19r_JPEG%2F8801121770757.jpg,2+1,미니스톱,음료
259,매일)드링킹사과250,"1,800원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_95%2F1595899959806xdOd9_JPEG%2F8801121021026.jpg,2+1,미니스톱,음료
260,매일)드링킹애플망고,"1,800원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_210%2F1595899959889uUrzn_JPEG%2F8801121767146.jpg,2+1,미니스톱,음료
261,매일)드링킹플레인,"1,800원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_234%2F1595899960186rkmKO_JPEG%2F8801121767122.jpg,2+1,미니스톱,음료
262,미에로화이바350펫,"1,800원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_169%2F1595899981567Iqj08_JPEG%2F8806004407133.jpg,2+1,미니스톱,음료
263,빙)따옴주스사과220ml,"1,800원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_47%2F1595900020640oeQ8p_JPEG%2F8801104500647.jpg,2+1,미니스톱,음료
264,빙)따옴주스오렌지220ml,"1,800원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_84%2F15959000209051ODXz_JPEG%2F8801104500623.jpg,2+1,미니스톱,음료
265,스프라이트중펫,"1,800원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_4%2F1595900075394nq5qz_JPEG%2F8801094202606.jpg,2+1,미니스톱,음료
266,일화맥콜500펫,"1,800원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_290%2F1595900146191reya8_JPEG%2F8801223100261.jpg,2+1,미니스톱,음료
267,태양의식후비법W차500펫,"1,800원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_228%2F1595900212196vRInd_JPEG%2F8801094612603.jpg,2+1,미니스톱,음료
268,델몬트알로에400펫,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_33%2F1595899911909hfUDg_JPEG%2F8801056071301.jpg,2+1,미니스톱,음료
269,델몬트오렌지400펫,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_175%2F1595899912903uKWyi_JPEG%2F8801056071226.jpg,2+1,미니스톱,음료
270,델몬트토마토400펫,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_100%2F1595899913720WsPAD_JPEG%2F8801056071325.jpg,2+1,미니스톱,음료
271,델몬트포도400펫,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_18%2F1595899914160lb6oY_JPEG%2F8801056071240.jpg,2+1,미니스톱,음료
272,레몬트리)라떼300ml,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_257%2F1595899939210phWfh_JPEG%2F8809350888403.jpg,2+1,미니스톱,음료
273,레몬트리)모카300ml,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_34%2F1595899939432fQpzQ_JPEG%2F8809350888410.jpg,2+1,미니스톱,음료
274,레몬트리)카라멜300ml,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_252%2F1595899939714v3p6u_JPEG%2F8809350888397.jpg,2+1,미니스톱,음료
275,밀키스500펫,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_64%2F1595899990447Aw5ho_JPEG%2F8801056755010.jpg,2+1,미니스톱,음료
276,밀키스핑크소다500펫,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_271%2F1595899990547CGs0k_JPEG%2F8801056101312.jpg,2+1,미니스톱,음료
277,빙)오프룻복숭아180ml,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_51%2F1595900023258yxLgn_JPEG%2F8801104303989.jpg,2+1,미니스톱,음료
278,알로에베라킹500ml,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_247%2F1595900102980J977J_JPEG%2F8809041427065.jpg,2+1,미니스톱,음료
279,액티비아업딸기210ml,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_68%2F1595900109433sAo5u_JPEG%2F8809274510893.jpg,2+1,미니스톱,음료
280,액티비아업복숭아210ml,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_247%2F1595900109811d20ng_JPEG%2F8809274512651.jpg,2+1,미니스톱,음료
281,액티비아업플레인210ml,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_292%2F1595900110081qbtbq_JPEG%2F8809274510916.jpg,2+1,미니스톱,음료
282,오프룻)딸기&알로에,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_92%2F1595900131550XUize_JPEG%2F8801104273602.jpg,2+1,미니스톱,음료
283,오프룻)블루베리,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_8%2F1595900131698IXTt1_JPEG%2F8801104273626.jpg,2+1,미니스톱,음료
284,웅진초록매실500펫,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_271%2F1595900136613QcWVJ_JPEG%2F8801382126560.jpg,2+1,미니스톱,음료
285,자연은알로에중펫,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_166%2F15959001470544z306_JPEG%2F8801382127789.jpg,2+1,미니스톱,음료
286,천호)도라지배즙70ml,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_88%2F1595900167104OmeiB_JPEG%2F8802785002598.jpg,2+1,미니스톱,음료
287,천호)상큼달콤한블루베리70ml,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_197%2F1595900167432W23ed_JPEG%2F8802785002611.jpg,2+1,미니스톱,음료
288,천호)속달래는양배추70ml,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_165%2F1595900169016aOwby_JPEG%2F8802785002659.jpg,2+1,미니스톱,음료
289,푸르밀)리얼콜드브루드립라떼,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_143%2F1595900237094zXCYl_JPEG%2F8806371306909.jpg,2+1,미니스톱,음료
290,푸르밀)리얼콜드브루라떼,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_90%2F1595900237481fPGpB_JPEG%2F8806371306893.jpg,2+1,미니스톱,음료
291,환타파인600펫,"1,900원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_162%2F1595900277393aJb5o_JPEG%2F8801094132705.jpg,2+1,미니스톱,음료
292,OKF)워터멜론500펫,"2,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_240%2F15958998514912tG6J_JPEG%2F8809041429649.jpg,2+1,미니스톱,음료
293,갈아만든배사이다500펫,"2,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_195%2F1595899854573BAmm6_JPEG%2F8801105915679.jpg,2+1,미니스톱,음료
294,골드키위500펫,"2,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_190%2F1595899860714pha23_JPEG%2F8809713910659.jpg,2+1,미니스톱,음료
295,광동)야왕비수리차500ml,"2,000원",https://search.pstatic.net/common?type=ofullfill&size=174x174&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20200728_185%2F1595899864682YIWLm_JPEG%2F8806002014821.jpg,2+1,미니스톱,음료
